Start Timestamp,Start Date,Start Time,End Timestamp,End Date,End Time,Description,Type,Location,Subject
2022-08-10T18:30:00Z,08/10/22,20:30:00,2022-08-10T20:30:00Z,08/10/22,22:30:00,https://www.volxkino.at/event-details/rimini,Volxskino,"Burjanplatz, 1150",Rimini
2022-08-16T18:30:00Z,08/16/22,20:30:00,2022-08-16T20:30:00Z,08/16/22,22:30:00,https://www.volxkino.at/event-details/rabiye-kurnaz-gegen-george-w-bush,Volxskino,"Columbusplatz,1100",Rabiye Kurnaz Gegen George W. Bush
2022-08-17T18:30:00Z,08/17/22,20:30:00,2022-08-17T20:30:00Z,08/17/22,22:30:00,https://www.volxkino.at/event-details/the-card-counter,Volxskino,"Columbusplatz,1100",The Card Counter
2022-08-19T18:30:00Z,08/19/22,20:30:00,2022-08-19T20:30:00Z,08/19/22,22:30:00,https://www.volxkino.at/event-details/fuchs-im-bau,Volxskino,"Ocwirkgasse 13, 1210",Fuchs Im Bau
2022-08-24T18:00:00Z,08/24/22,20:00:00,2022-08-24T20:00:00Z,08/24/22,22:00:00,https://www.volxkino.at/event-details/bekas,Volxskino,Baumgartner-Casinopark\n1140,Bekas
2022-08-25T18:00:00Z,08/25/22,20:00:00,2022-08-25T20:00:00Z,08/25/22,22:00:00,https://www.volxkino.at/event-details/the-french-dispatch,Volxskino,"Paltaufgasse 16, 1160",The French Dispatch
2022-08-26T18:00:00Z,08/26/22,20:00:00,2022-08-26T20:00:00Z,08/26/22,22:00:00,https://www.volxkino.at/event-details/alles-steht-kopf,Volxskino,"Max-Winter-Platz, 1020",Alles Steht Kopf
2022-08-27T18:00:00Z,08/27/22,20:00:00,2022-08-27T20:00:00Z,08/27/22,22:00:00,https://www.volxkino.at/event-details/arizona-junior,Volxskino,"Mühlbergstraße 5,\nParkanlage - Auhof, 1130",Arizona Junior
2022-08-27T18:00:00Z,08/27/22,20:00:00,2022-08-27T20:00:00Z,08/27/22,22:00:00,https://www.volxkino.at/event-details/kings-of-hollywood,Volxskino,"Floridsdorfer Markt\n(Schlingermarkt), 1210",Kings Of Hollywood
2022-08-27T19:30:00Z,08/27/22,21:30:00,2022-08-27T20:30:00Z,08/27/22,22:30:00,https://www.volxkino.at/event-details/titane,Volxskino,"Lerchenfelder Gürtel 22, 1080 Wien, Austria",Titane
2022-09-02T17:30:00Z,09/02/22,19:30:00,2022-09-02T19:30:00Z,09/02/22,21:30:00,https://www.volxkino.at/event-details/der-blaue-tiger,Volxskino,"Matznerpark, 1140",Der Blaue Tiger
2022-09-02T17:30:00Z,09/02/22,19:30:00,2022-09-02T19:30:00Z,09/02/22,21:30:00,https://www.volxkino.at/event-details/rotzbub,Volxskino,"Marco-Polo-Platz, 1210",Rotzbub
2022-09-03T17:30:00Z,09/03/22,19:30:00,2022-09-03T19:30:00Z,09/03/22,21:30:00,https://www.volxkino.at/event-details/grosse-freiheit,Volxskino,"Schweizergarten, 1030",Grosse Freiheit
2022-09-03T17:30:00Z,09/03/22,19:30:00,2022-09-03T19:30:00Z,09/03/22,21:30:00,https://www.volxkino.at/event-details/wer-fruher-stirbt-ist-langer-tot,Volxskino,Pirquetgasse 7 -Actin Park\n1220,"Wer Früher Stirbt, Ist Länger Tot"
2022-09-05T17:30:00Z,09/05/22,19:30:00,2022-09-05T19:30:00Z,09/05/22,21:30:00,https://www.volxkino.at/event-details/come-on-come-on,Volxskino,"Rudolf-Bednar-Park, 1020","Come On, Come On"
2022-09-08T17:30:00Z,09/08/22,19:30:00,2022-09-08T19:30:00Z,09/08/22,21:30:00,https://www.volxkino.at/event-details/ich-bin-dein-mensch,Volxskino,"Speisinger Straße 256\nVHS Mauer, 1230",Ich Bin Dein Mensch
2022-09-09T17:30:00Z,09/09/22,19:30:00,2022-09-09T19:30:00Z,09/09/22,21:30:00,https://www.volxkino.at/event-details/britt-marie-war-hier,Volxskino,"Am Schöpfwerk 27\nHüglpark, 1120",Britt Marie War Hier
2022-09-09T17:30:00Z,09/09/22,19:30:00,2022-09-09T19:30:00Z,09/09/22,21:30:00,https://www.volxkino.at/event-details/nomadland,Volxskino,"Rotenberggasse/\nVeitingergasse, 1130",Nomadland
2022-09-10T17:30:00Z,09/10/22,19:30:00,2022-09-10T19:30:00Z,09/10/22,21:30:00,https://www.volxkino.at/event-details/lionhearted-aus-der-deckung,Volxskino,"Arthaberpark, 1100",Lionhearted
2022-09-10T17:30:00Z,09/10/22,19:30:00,2022-09-10T19:30:00Z,09/10/22,21:30:00,https://www.volxkino.at/event-details/soldat-ahmet,Volxskino,"Alois-Drasche-Park, 1040",Soldat Ahmet
2022-09-15T17:30:00Z,09/15/22,19:30:00,2022-09-15T19:30:00Z,09/15/22,21:30:00,https://www.volxkino.at/event-details/riders-of-justice-helden-der-wahrscheinlichkeit,Volxskino,"Wallensteinplatz, 1200",Riders of Justice
