dtstart,dtend,created,description,location,summary
2022-07-20T19:23:00Z,2022-07-20T20:30:00Z,2022-06-04T10:48:22Z,"Hier beweist Herbert Pixner, dass alpenländische Volksmusik und klassische Symphonien eine berauschende Kombination bilden können. In „Symphonic Alps” trifft der unverkennbare Stil des Herbert Pixner Projekts auf den Klang und die Vielseitigkeit des Tonkünstler-Orchesters. Das Beste der aktuellen Musik der alpinen Welt wird mit Jazz, Flamenco, Blues und Tango verbunden. Die sehr unterschiedlichen Ensembles feiern zusammen ihren mächtigen gemeinsamen Nenner: Musik.\n \nhttps://filmfestival-rathausplatz.at/event/herbert-pixner-projekt-und-das-tonkuenstler-orchester-symphonic-alps",,Herbert Pixner Projekt und das Tonkünstler-Orchester: Symphonic Alps
2022-07-20T19:15:00Z,,2022-06-04T10:48:22Z,"„Cold Storage“ ist ein kurzer Tanzfilm in Anlehnung an den virtuosen Körpereinsatz und den melancholischen Humor des klassischen Stummfilms. Als ein einsamer Eisfischer im Eis auf seinen erfrorenen prähistorischen Seelenverwandten stößt, vermischen sich die vielfältigen Schichten von Zeit und Wirklichkeit und geben einer filmischen und kinetischen Erforschung von Entfremdung, Abhängigkeit und Freundschaft Raum.\n\nhttps://filmfestival-rathausplatz.at/event/cold-storage",,Cold Storage
2022-07-20T20:34:00Z,2022-07-20T21:45:00Z,2022-06-04T10:48:22Z,"Willi Resetarits gehörte zu jenen Künstlern, die mit ihrem Engagement für Menschenrechte und Integration in Österreich die Botschaft am überzeugendsten vermitteln konnten. Das Konzert „BE A MENSCH”, das als Eröffnungskonzert zum EU-Jahr des interkulturellen Dialogs 2008 aufgeführt wurde, hat das Motto „Vielfalt gemeinsam leben” lebendig gemacht und wurde von 2.000 begeisterten Zuschauer*innen besucht.\n \nhttps://filmfestival-rathausplatz.at/event/in-memoriam-willi-resetarits-be-a-mensch",,In Memoriam Willi Resetarits: BE A MENSCH
2022-07-21T19:15:00Z,2022-07-21T21:30:00Z,2022-06-04T10:48:22Z,"Im Zuge ihrer Tour zu ihrem 50. Bühnenjubiläum lieferte Tina Turner eine mitreißende Show im GelreDome in Arnhem in den Niederlanden. Die Tour umfasste 90 Konzerte in 40 Städten in Nordamerika und Europa. Insgesamt trat Tina Turner im Laufe der Tour vor mehr als einer Million begeisterter Fans auf – mit einer fulminanten Songauswahl, darunter „What s Love Got To Do With It”, „The Best”, „Private Dancer” und „We Don t Need Another Hero”.\n \nhttps://filmfestival-rathausplatz.at/event/tina-live",,TINA: LIVE!
2022-07-22T19:15:00Z,2022-07-22T21:30:00Z,2022-06-04T10:48:22Z,"Im Jahr 2018 war die glamouröse Filmmusikgala „Hollywood In Vienna” im Wiener Konzerthaus Oscar-Preisträger Hans Zimmer gewidmet. Die bekanntesten Stücke aus seiner über dreißigjährigen Filmkarriere werden vom ORF Radio-Symphonieorchester Wien und einer ganzen Reihe illustrer Solist*innen zum Leben erweckt. Mit dabei ist Musik aus „Inception”, „The Dark Knight”, „Gladiator”, „The Lion King” u. a.\n \nhttps://filmfestival-rathausplatz.at/event/hollywood-in-vienna-the-world-of-hans-zimmer",,Hollywood In Vienna: The World Of Hans Zimmer
2022-07-23T19:15:00Z,2022-07-23T21:30:00Z,2022-06-04T10:48:22Z,"Im Jahr 2005 traten Die Toten Hosen – eine der erfolgreichsten Rockbands Deutschlands – im altehrwürdigen Burgtheater auf. Bei diesem legendären unplugged Konzert entfalten altbekannte Tote-Hosen-Klassiker eine vollkommen neuartige Faszination, ohne ihre ursprüngliche Eindringlichkeit zu verlieren.\n \nhttps://filmfestival-rathausplatz.at/event/die-toten-hosen-nur-zu-besuch-mtv-unplugged",,Die Toten Hosen: Nur zu Besuch MTV Unplugged
2022-07-24T19:15:00Z,2022-07-24T21:30:00Z,2022-06-04T10:48:22Z,"Es ist eine Geschichte voller Missverständnisse: Liebe wird verwechselt mit Begehren, eine unverbindliche Affäre mit einer exklusiven Beziehung, Zuneigung mit Besitzanspruch und Gewalt mit Leidenschaft. Doch den höchsten Preis in diesem Geflecht aus dysfunktionalen Verbindungen zahlt Carmen – eine Frau, die ihre Unabhängigkeit mehr liebt als alles andere, Männer eingeschlossen.\n \nhttps://filmfestival-rathausplatz.at/event/carmen",,Carmen
2022-07-25T19:15:00Z,2022-07-25T21:30:00Z,2022-06-04T10:48:22Z,"Chucho Valdés bewegt sich seit 50 Jahren im lebendigen Zusammenfluss verschiedener Musikrichtungen und verkörpert besonders die Fusion zwischen Cuba und Afrika. Diese Verquickung wird in dem umfangreichen, von Valdés komponierten und inszenierten Werk „La Creación“ gefeiert, bei dem Klavier, Schlagzeug, Kontrabass, Batá-Trommeln, der Creole Choir und ein glänzendes Jazz Orchester aufeinandertreffen. „La Creación“ bezieht sich auf das Aufkommen der (aus Westafrika stammenden) Yoruba Kultur in der Karibik. Das eindrucksvolle Oratorium ist außerdem eine inbrünstige Ode an die Freiheit.\n \nhttps://filmfestival-rathausplatz.at/event/chucho-valdes-la-creacion",,Chucho Valdés: La Creación
2022-07-26T19:15:00Z,2022-07-26T21:30:00Z,2022-06-04T10:48:22Z,"Die Berliner Philharmoniker und Lahav Shani begrüßen das neue Jahr voller Virtuosität, Schwung, und Dynamik. Begonnen wird mit der Ouvertüre zu „Die Fledermaus“ von Johann Strauß, bevor Violinistin Janine Jansen das 1. Violinkonzert von Max Bruch präsentiert. Der zweite Teil des Konzerts ist der Welt des Balletts gewidmet. Zu hören ist Strawinskys „Feuervogel“, eine faszinierende Mischung aus russischem Märchen und visionärer Energie, sowie Ravel’s „La Valse“, eine berauschend explosive Vision des Wiener Walzers, die den Kreis zum Anfang des Programms thematisch schließt.\n \nhttps://filmfestival-rathausplatz.at/event/galakonzert-aus-berlin-2021",,Galakonzert aus Berlin 2021
2022-07-27T19:15:00Z,2022-07-27T21:30:00Z,2022-06-04T09:24:17Z,Die Rolling Stones traten am 25. März 2016 in Havanna vor 450.000 Menschen auf – bei Vollmond und freiem Eintritt – und schrieben damit Musikgeschichte: Zum ersten Mal spielte eine Rockband in Kuba vor einem so großen Publikum. Dementsprechend war das Konzert als ein Zeichen der kulturellen Öffnung gedacht.\n \nhttps://filmfestival-rathausplatz.at/event/rolling-stones-havana-moon,,Rolling Stones: Havana Moon
2022-07-28T19:15:00Z,2022-07-28T21:15:00Z,2022-06-04T09:25:13Z,"Der legendäre amerikanische Filmkomponist John Williams dirigiert erstmals die Wiener Philharmoniker. „John Williams: Live In Vienna“ dokumentiert den historischen Auftritt – „eine ganz besondere Ehre“ im Leben des Komponisten. Symphonische Hollywood-Klänge erfüllen den Wiener Musikverein – das weltbekannte Orchester spielt Kultthemen aus „Star Wars“, „Harry Potter“, „Indiana Jones“, „Jurassic Park“ und anderen Meilensteinen der Filmgeschichte. Stargast ist Anne-Sophie Mutter – mit eigens von Williams für sie arrangierten Adaptionen für Geige.\n \nhttps://filmfestival-rathausplatz.at/event/john-williams-live-in-vienna-3",,John Williams: Live In Vienna
2022-07-29T19:20:00Z,2022-07-29T21:20:00Z,2022-06-04T09:25:59Z,"<html-blob>Musical-Publikumslieblinge präsentieren an diesem besonderen Konzertabend die schönsten Melodien aus den beliebtesten Musicals der VBW – Vereinigten Bühnen Wien. Dazu gehören Songs aus den Produktionen „Elisabeth, „Tanz der Vampire, „Der Besuch der Alten Dame, „I Am From Austria, „Don Camillo &amp; Peppone, „Mozart! und „Rebecca, die sowohl in Österreich als auch international für Begeisterung beim Publikum sorgen.</html-blob><br><html-blob>&nbsp;</html-blob><br><html-blob>https://filmfestival-rathausplatz.at/event/das-grosse-musical-konzert-der-vereinigten-buehnen-wien-3 <br></html-blob>",,Das große Musical-Konzert der Vereinigten Bühnen Wien
2022-07-29T19:15:00Z,2022-07-29T19:45:00Z,2022-06-04T09:25:36Z,"Sie sind jung, romantisch und stecken voller Überraschungen, was sie tun, kommt von Herzen – und macht einfach Spaß! Die Streetdancer Nino und Julia, auch privat ein Liebespaar, lassen sich von engen Räumen nicht aufhalten. Immer auf der Suche nach neuen Kameraperspektiven unternehmen sie „Reisen durch die eigene Wohnung. Ihre kurzen Tanzfilme sind zu einem Social-Media-Phänomen mit einer riesigen Fanbase geworden.\n \nhttps://filmfestival-rathausplatz.at/event/nino-und-julia-3",,Nino und Julia
2022-07-30T19:15:00Z,2022-07-30T20:30:00Z,2022-06-04T09:27:24Z,"1949, im Alter von nur sieben Jahren, debütierte Martha Argerich mit Beethovens Klavierkonzert Nr. 1, einem Stück, das sie fortan durch ihre gesamte Karriere begleiten sollte. 2020 erforschte sie mit dem Lucerne Festival Orchestra unter Herbert Blomstedt eine weitere Facette ihres Paradestücks. Die beiden verbindet nicht nur der genius loci des Lucerne Festival, sondern auch ein besonderer persönlicher Bezug zu Beethovens Musik.\n \nhttps://filmfestival-rathausplatz.at/event/herbert-blomstedt-und-martha-argerich-in-luzern-beethoven-2",,Herbert Blomstedt und Martha Argerich in Luzern: Beethoven
2022-07-30T20:35:00Z,2022-07-30T21:30:00Z,2022-06-04T09:26:38Z,"Zwischen 1979 und 1981 nahm Glenn Gould, einer der kontroversiellsten Pianisten des zwanzigsten Jahrhunderts, drei Videos auf, in denen er Klaviermusik von Johann Sebastian Bach spielte. Der dritte, von Clasart Classic remasterte Teil zeigt Gould mit Bachs „Goldberg -Variationen. Es sollte seine letzte Aufnahme dieses Stücks werden und möglicherweise das letzte Mal, dass er es spielte: Glenn Gould starb im Jahr darauf.\n\nhttps://filmfestival-rathausplatz.at/event/glenn-gould-spielt-bach-goldberg-variationen",,Glenn Gould spielt Bach: Goldberg-Variationen
2022-07-31T19:15:00Z,2022-07-31T21:15:00Z,2022-06-04T09:28:13Z,"Die Namen Louis Mérante, Léo Staats, Serge Lifar, Albert Aveline und Lycette Darsonval stehen für eine sehr typische, französische Tradition des Balletts „Sylvia, mit der sich auch Manuel Legris tief verbunden fühlt. Seine Neufassung, die zugleich seine zweite abendfüllende Choreografie für das Wiener Staatsballett ist, konzentriert sich vor allem auf die verschiedenartigen Möglichkeiten der Entfaltung des reinen Tanzes, die Luisa Spinatelli wieder einmal in detailreicher Opulenz ausgestattet hat.\n \nhttps://filmfestival-rathausplatz.at/event/sylvia",,Sylvia
2022-08-01T19:00:00Z,2022-08-01T21:00:00Z,2022-06-05T07:38:38Z,„Fidelio ist die einzige Oper von Ludwig van Beethoven. Uraufgeführt wurde sie in ihrer ersten Fassung am 20. November 1805 im Theater an der Wien. Im Rahmen der Feierlichkeiten rund um Beethovens 250. Geburtstag sollte die Oper ebendort ein Highlight im österreichischen Kulturkalender des Jahres 2020 werden – aufgrund von Corona jedoch ohne Live-Publikum... Oscar-Preisträger Christoph Waltz inszenierte die Oper. Am Pult der Wiener Symphoniker steht Manfred Honeck. In den Hauptrollen singen Nicole Chevalier und Eric Cutler. \n\nhttps://filmfestival-rathausplatz.at/event/fidelio-3,,Fidelio
2022-08-02T19:00:00Z,2022-08-02T21:00:00Z,2022-06-05T07:39:17Z,"2020 wäre der Komponist Franz Lehár 150 Jahre alt geworden. Ihm zu Ehren veranstalteten die Wiener Symphoniker ein fabelhaftes Konzert mit renommierten Künstler*innen, allen voran Sopranistin Camilla Nylund und die Tenöre Piotr Becza?a und Michael Schade. Manfred Honeck dirigiert. Das Konzert im Theater an der Wien beinhaltet Lehárs beliebteste Stücke aus „Die lustige Witwe“, „Das Land des Lächelns“, „Der Zarewitsch“, „Der Graf von Luxemburg“ und „Giuditta“.\n \nhttps://filmfestival-rathausplatz.at/event/franz-lehar-gala",,Franz Lehár Gala
2022-06-06T19:00:00Z,2022-06-06T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/alien-das-unheimliche-wesen-aus-einer-fremden-welt-1,"Bruno-Kreisky-Park, Wien",Alien
2022-06-08T19:00:00Z,2022-06-08T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/die-korperfresser-kommen,"Bruno-Kreisky-Park, Wien",Die Körperfresser Kommen
2022-06-09T19:00:00Z,2022-06-09T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/planet-der-vampire,"Bruno-Kreisky-Park, Wien",Planet der Vampire
2022-06-09T19:00:00Z,2022-06-09T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/was-geschah-wirklich-mit-baby-jane,"Jodok-Fink-Platz, 1080",Was Geschah Wirklich Mit Baby Jane?
2022-06-10T19:00:00Z,2022-06-10T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/save-the-green-planet,"Bruno-Kreisky-Park, Wien",Save the Green Planet
2022-06-10T19:00:00Z,2022-06-10T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/wiegenlied-fur-eine-leiche,"Jodok-Fink-Platz, 1080",Wiegenlied Für Eine Leiche
2022-06-11T19:00:00Z,2022-06-11T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/silver-city,"Jodok-Fink-Platz, 1080",Silver City
2022-06-11T19:00:00Z,2022-06-11T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/the-thing-das-ding-aus-einer-anderen-welt,"Bruno-Kreisky-Park, Wien",The Thing
2022-06-12T19:00:00Z,2022-06-12T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/bulworth,"Jodok-Fink-Platz, 1080",Bulworth
2022-06-15T19:00:00Z,2022-06-15T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/son-of-rambow,"Reithofferpark, 1150",Son Of Rambow
2022-06-23T19:00:00Z,2022-06-23T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/patti-cake-queen-of-rap,"Polgarstraße 24, 1220",Patti Cake$ – Queen Of Rap
2022-06-24T19:00:00Z,2022-06-24T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/kiss-me-kosher,"Der Wildgarten, 1120",Kiss Me Kosher
2022-07-01T19:00:00Z,2022-07-01T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/donbass,"Meidlinger Platzl, 1120",Donbass
2022-07-02T19:00:00Z,2022-07-02T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/der-schonste-tag,"Matteottiplatz, 1160",Der Schönste Tag
2022-07-07T19:00:00Z,2022-07-07T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/sonderveranstaltung-sonne,"Reithofferpark, 1150\n",Sonderveranstaltung: Sonne
2022-07-07T19:00:00Z,2022-07-07T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/spione-undercover,"Leberweg, 1110",Spione Undercover
2022-07-08T19:00:00Z,2022-07-08T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/der-schein-trugt,"Yppengasse, 1160",Der Schein Trügt
2022-07-09T19:00:00Z,2022-07-09T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/der-mann-der-seine-haut-verkaufte,"Yppengasse, 1160","Der Mann, Der Seine Haut Verkaufte"
2022-07-14T19:00:00Z,2022-07-14T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/halt-auf-freier-strecke,"Arenbergpark, 1030",Halt Auf Freier Strecke
2022-07-15T19:00:00Z,2022-07-15T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/palm-springs,"Mitterhofergasse 2, 1210",Palm Springs
2022-07-19T19:00:00Z,2022-07-19T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/lovecut,"USUS AM WASSER, 1210\n",Sonderveranstaltung: Lovecut
2022-07-22T19:00:00Z,2022-07-22T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/curveball-wir-machen-die-wahrheit,"Dornerplatz, 1170",Curveball - Wir Machen Die Wahrheit
2022-07-23T19:00:00Z,2022-07-23T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/das-land-meines-vaters,"Dornerplatz, 1170",Das Land Meines Vaters
2022-07-28T19:00:00Z,2022-07-28T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/der-glanz-der-unsichtbaren,Putzendopplergasse 4\n1230,Der Glanz Der Unsichtbaren
2022-07-29T19:00:00Z,2022-07-29T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/nowhere-special,"Dornerplatz, 1170",Nowhere Special
2022-07-30T19:00:00Z,2022-07-30T21:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/maikafer-flieg,"Dornerplatz, 1170",Maikäfer Flieg
2022-08-04T18:30:00Z,2022-08-04T20:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/dear-future-children,"Uni Campus / Altes AKH\nHof 1, 1090",Dear Future Children
2022-08-10T18:30:00Z,2022-08-10T20:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/rimini,"Burjanplatz, 1150",Rimini
2022-08-16T18:30:00Z,2022-08-16T20:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/rabiye-kurnaz-gegen-george-w-bush,"Columbusplatz,1100",Rabiye Kurnaz Gegen George W. Bush
2022-08-17T18:30:00Z,2022-08-17T20:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/the-card-counter,"Columbusplatz,1100",The Card Counter
2022-08-19T18:30:00Z,2022-08-19T20:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/fuchs-im-bau,"Ocwirkgasse 13, 1210",Fuchs Im Bau
2022-08-24T18:00:00Z,2022-08-24T20:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/bekas,Baumgartner-Casinopark\n1140,Bekas
2022-08-25T18:00:00Z,2022-08-25T20:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/the-french-dispatch,"Paltaufgasse 16, 1160",The French Dispatch
2022-08-26T18:00:00Z,2022-08-26T20:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/alles-steht-kopf,"Max-Winter-Platz, 1020",Alles Steht Kopf
2022-08-27T18:00:00Z,2022-08-27T20:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/arizona-junior,"Mühlbergstraße 5,\nParkanlage - Auhof, 1130",Arizona Junior
2022-08-27T18:00:00Z,2022-08-27T20:00:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/kings-of-hollywood,"Floridsdorfer Markt\n(Schlingermarkt), 1210",Kings Of Hollywood
2022-08-27T19:30:00Z,2022-08-27T20:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/titane,"Lerchenfelder Gürtel 22, 1080 Wien, Austria",Titane
2022-09-02T17:30:00Z,2022-09-02T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/der-blaue-tiger,"Matznerpark, 1140",Der Blaue Tiger
2022-09-02T17:30:00Z,2022-09-02T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/rotzbub,"Marco-Polo-Platz, 1210",Rotzbub
2022-09-03T17:30:00Z,2022-09-03T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/grosse-freiheit,"Schweizergarten, 1030",Grosse Freiheit
2022-09-03T17:30:00Z,2022-09-03T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/wer-fruher-stirbt-ist-langer-tot,Pirquetgasse 7 -Actin Park\n1220,"Wer Früher Stirbt, Ist Länger Tot"
2022-09-05T17:30:00Z,2022-09-05T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/come-on-come-on,"Rudolf-Bednar-Park, 1020","Come On, Come On"
2022-09-08T17:30:00Z,2022-09-08T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/ich-bin-dein-mensch,"Speisinger Straße 256\nVHS Mauer, 1230",Ich Bin Dein Mensch
2022-09-09T17:30:00Z,2022-09-09T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/britt-marie-war-hier,"Am Schöpfwerk 27\nHüglpark, 1120",Britt Marie War Hier
2022-09-09T17:30:00Z,2022-09-09T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/nomadland,"Rotenberggasse/\nVeitingergasse, 1130",Nomadland
2022-09-10T17:30:00Z,2022-09-10T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/lionhearted-aus-der-deckung,"Arthaberpark, 1100",Lionhearted
2022-09-10T17:30:00Z,2022-09-10T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/soldat-ahmet,"Alois-Drasche-Park, 1040",Soldat Ahmet
2022-09-15T17:30:00Z,2022-09-15T19:30:00Z,1900-01-01T12:00:00Z,https://www.volxkino.at/event-details/riders-of-justice-helden-der-wahrscheinlichkeit,"Wallensteinplatz, 1200",Riders of Justice
