"Cinema","Subject","Start ISO","Start Date","Start Time","End ISO","End Date","End Time","Description","Location"
"Kaleidoskop","How The Room Felt","2022-07-12T19:00:00Z","2022-07-12",21:00:00,"2022-07-12T21:00:00Z","2022-07-12",23:00:00,"https://kaleidoskop.film/programm/how-the-room-felt/","Karlsplatz, 1040 Wien"
"Kaleidoskop","Europe","2022-07-13T19:00:00Z","2022-07-13",21:00:00,"2022-07-13T21:00:00Z","2022-07-13",23:00:00,"https://kaleidoskop.film/programm/europe/","Karlsplatz, 1040 Wien"
"Kaleidoskop","El Gran Movimiento (The Great Movement)","2022-07-14T19:00:00Z","2022-07-14",21:00:00,"2022-07-14T21:00:00Z","2022-07-14",23:00:00,"https://kaleidoskop.film/programm/el-gran-movimiento/","Karlsplatz, 1040 Wien"
"Kaleidoskop","Freda","2022-07-15T19:00:00Z","2022-07-15",21:00:00,"2022-07-15T21:00:00Z","2022-07-15",23:00:00,"https://kaleidoskop.film/programm/freda/","Karlsplatz, 1040 Wien"
"Kaleidoskop","Moneyboys","2022-07-16T19:00:00Z","2022-07-16",21:00:00,"2022-07-16T21:00:00Z","2022-07-16",23:00:00,"https://kaleidoskop.film/programm/moneyboys/","Karlsplatz, 1040 Wien"
"Kaleidoskop","Night Raiders","2022-07-17T19:00:00Z","2022-07-17",21:00:00,"2022-07-17T21:00:00Z","2022-07-17",23:00:00,"https://kaleidoskop.film/programm/night-raiders/","Karlsplatz, 1040 Wien"
"Kino am Dach","The Card Counter","2022-06-06T18:00:00Z","2022-06-06",20:00:00,"2022-06-06T21:30:00Z","2022-06-06",23:30:00,"https://tickets.kinoamdach.at/at/the-card-counter-presented-by-falter-06-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The Man Who Sold His Skin","2022-06-07T18:00:00Z","2022-06-07",20:00:00,"2022-06-07T21:30:00Z","2022-06-07",23:30:00,"https://tickets.kinoamdach.at/at/the-man-who-sold-his-skin-07-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Tangerine L.A","2022-06-08T18:00:00Z","2022-06-08",20:00:00,"2022-06-08T21:30:00Z","2022-06-08",23:30:00,"https://tickets.kinoamdach.at/at/tangerine-la-presented-by-vienna-pride-08-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Sunburned","2022-06-09T18:00:00Z","2022-06-09",20:00:00,"2022-06-09T21:30:00Z","2022-06-09",23:30:00,"https://tickets.kinoamdach.at/at/tangerine-la-presented-by-vienna-pride-08-06-2022-3","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Red Rocket","2022-06-10T18:00:00Z","2022-06-10",20:00:00,"2022-06-10T21:30:00Z","2022-06-10",23:30:00,"https://tickets.kinoamdach.at/at/red-rocket-10-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Licorice Pizza","2022-06-11T18:00:00Z","2022-06-11",20:00:00,"2022-06-11T21:30:00Z","2022-06-11",23:30:00,"https://tickets.kinoamdach.at/at/licorice-pizza-11-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The Beatles: Get Back","2022-06-12T18:00:00Z","2022-06-12",20:00:00,"2022-06-12T21:30:00Z","2022-06-12",23:30:00,"https://tickets.kinoamdach.at/at/the-beatles-get-back-the-rooftop-concert-12-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Moneyboys","2022-06-13T18:00:00Z","2022-06-13",20:00:00,"2022-06-13T21:30:00Z","2022-06-13",23:30:00,"https://tickets.kinoamdach.at/at/moneyboys-presented-by-falter-27-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Lamb","2022-06-14T18:00:00Z","2022-06-14",20:00:00,"2022-06-14T21:30:00Z","2022-06-14",23:30:00,"https://tickets.kinoamdach.at/at/lamb-presented-by-slash-filmfestival-14-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Der Bauer und der Bobo","2022-06-15T18:00:00Z","2022-06-15",20:00:00,"2022-06-15T21:30:00Z","2022-06-15",23:30:00,"https://tickets.kinoamdach.at/at/der-bauer-und-der-bobo-15-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Rabiye Kurnaz Gegen George W. Bush","2022-06-16T18:00:00Z","2022-06-16",20:00:00,"2022-06-16T21:30:00Z","2022-06-16",23:30:00,"https://tickets.kinoamdach.at/at/rabiye-kurnaz-gegen-george-w-bush-16-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Last Night in Soho","2022-06-17T18:00:00Z","2022-06-17",20:00:00,"2022-06-17T21:30:00Z","2022-06-17",23:30:00,"https://tickets.kinoamdach.at/at/last-night-in-soho-17-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Belfast","2022-06-18T18:00:00Z","2022-06-18",20:00:00,"2022-06-18T21:30:00Z","2022-06-18",23:30:00,"https://tickets.kinoamdach.at/at/belfast-18-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","James Bond - No Time to Die","2022-06-19T18:00:00Z","2022-06-19",20:00:00,"2022-06-19T21:30:00Z","2022-06-19",23:30:00,"https://tickets.kinoamdach.at/at/james-bond-keine-zeit-zu-sterben-19-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Compartiment N°6","2022-06-20T18:00:00Z","2022-06-20",20:00:00,"2022-06-20T21:30:00Z","2022-06-20",23:30:00,"https://tickets.kinoamdach.at/at/compartiment-n6-presented-by-falter-20-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","African Territory","2022-06-21T18:00:00Z","2022-06-21",20:00:00,"2022-06-21T21:30:00Z","2022-06-21",23:30:00,"https://tickets.kinoamdach.at/at/african-territory-presented-by-surf-film-nacht-21-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Alice Schwarzer","2022-06-22T18:00:00Z","2022-06-22",20:00:00,"2022-06-22T21:30:00Z","2022-06-22",23:30:00,"https://tickets.kinoamdach.at/at/alice-schwarzer-22-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","French Exit","2022-06-23T18:00:00Z","2022-06-23",20:00:00,"2022-06-23T21:30:00Z","2022-06-23",23:30:00,"https://tickets.kinoamdach.at/at/french-exit-23-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Ghostbusters: Legacy","2022-06-24T18:00:00Z","2022-06-24",20:00:00,"2022-06-24T21:30:00Z","2022-06-24",23:30:00,"https://tickets.kinoamdach.at/at/ghostbusters-legacy-24-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The Northman","2022-06-25T18:00:00Z","2022-06-25",20:00:00,"2022-06-25T21:30:00Z","2022-06-25",23:30:00,"https://tickets.kinoamdach.at/at/the-northman-25-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Respect","2022-06-26T18:00:00Z","2022-06-26",20:00:00,"2022-06-26T21:30:00Z","2022-06-26",23:30:00,"https://tickets.kinoamdach.at/at/respect-presented-by-radio-wien-26-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Wo in Paris die Sonne aufgeht","2022-06-27T18:00:00Z","2022-06-27",20:00:00,"2022-06-27T21:30:00Z","2022-06-27",23:30:00,"https://tickets.kinoamdach.at/at/wo-in-paris-die-sonne-aufgeht-presented-by-falter-13-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Spencer","2022-06-28T18:00:00Z","2022-06-28",20:00:00,"2022-06-28T21:30:00Z","2022-06-28",23:30:00,"https://tickets.kinoamdach.at/at/spencer-28-06-2022-2","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Die Dohnal","2022-06-29T18:00:00Z","2022-06-29",20:00:00,"2022-06-29T21:30:00Z","2022-06-29",23:30:00,"https://tickets.kinoamdach.at/at/die-dohnal-presented-by-stop-stadtteil-ohne-partnergewalt-29-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Verstehen Sie die Beliers? ","2022-06-30T18:00:00Z","2022-06-30",20:00:00,"2022-06-30T21:30:00Z","2022-06-30",23:30:00,"https://tickets.kinoamdach.at/at/verstehen-sie-die-b%C3%A8liers-30-06-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The French Dispatch","2022-07-01T18:00:00Z","2022-07-01",20:00:00,"2022-07-01T21:30:00Z","2022-07-01",23:30:00,"https://tickets.kinoamdach.at/at/the-french-dispatch-01-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","King Richard","2022-07-02T18:00:00Z","2022-07-02",20:00:00,"2022-07-02T21:30:00Z","2022-07-02",23:30:00,"https://tickets.kinoamdach.at/at/king-richard-02-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The Father","2022-07-03T18:00:00Z","2022-07-03",20:00:00,"2022-07-03T21:30:00Z","2022-07-03",23:30:00,"https://tickets.kinoamdach.at/at/the-father-03-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Madres Paralelas","2022-07-04T18:00:00Z","2022-07-04",20:00:00,"2022-07-04T21:30:00Z","2022-07-04",23:30:00,"https://tickets.kinoamdach.at/at/madres-paralelas-presented-by-falter-04-07-2022-2","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Pleasure","2022-07-05T18:00:00Z","2022-07-05",20:00:00,"2022-07-05T21:30:00Z","2022-07-05",23:30:00,"https://tickets.kinoamdach.at/at/pleasure-05-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Blutrausch","2022-07-06T18:00:00Z","2022-07-06",20:00:00,"2022-07-06T21:30:00Z","2022-07-06",23:30:00,"https://tickets.kinoamdach.at/at/girls-cant-surf-presented-by-surf-film-nacht-21-07-2022-4-2","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Riders of Justice","2022-07-07T18:00:00Z","2022-07-07",20:00:00,"2022-07-07T21:30:00Z","2022-07-07",23:30:00,"https://tickets.kinoamdach.at/at/riders-of-justice-helden-der-wahrscheinlichkeit-07-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Spider-Man: No Way Home","2022-07-08T18:00:00Z","2022-07-08",20:00:00,"2022-07-08T21:30:00Z","2022-07-08",23:30:00,"https://tickets.kinoamdach.at/at/spider-man-no-way-home-08-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Nightmare Alley","2022-07-09T18:00:00Z","2022-07-09",20:00:00,"2022-07-09T21:30:00Z","2022-07-09",23:30:00,"https://tickets.kinoamdach.at/at/nightmare-alley-09-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Cash Truck","2022-07-10T18:00:00Z","2022-07-10",20:00:00,"2022-07-10T21:30:00Z","2022-07-10",23:30:00,"https://tickets.kinoamdach.at/at/cash-truck-10-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Come On, Come On","2022-07-11T18:00:00Z","2022-07-11",20:00:00,"2022-07-11T21:30:00Z","2022-07-11",23:30:00,"https://tickets.kinoamdach.at/at/come-on-come-on-presented-by-falter-11-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Nowhere Special","2022-07-12T18:00:00Z","2022-07-12",20:00:00,"2022-07-12T21:30:00Z","2022-07-12",23:30:00,"https://tickets.kinoamdach.at/at/nowhere-special-12-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Geschichten vom Franz","2022-07-13T18:00:00Z","2022-07-13",20:00:00,"2022-07-13T21:30:00Z","2022-07-13",23:30:00,"https://tickets.kinoamdach.at/at/family-special-geschichten-vom-franz-presented-by-b%C3%BCcherein-wien-13-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Wunderschön","2022-07-14T18:00:00Z","2022-07-14",20:00:00,"2022-07-14T21:30:00Z","2022-07-14",23:30:00,"https://tickets.kinoamdach.at/at/wundersch%C3%B6n-27-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Doctor Strange in the Multiverse of Madness","2022-07-15T18:00:00Z","2022-07-15",20:00:00,"2022-07-15T21:30:00Z","2022-07-15",23:30:00,"https://tickets.kinoamdach.at/at/doctor-strange-in-the-multiverse-of-madness-15-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","House of Gucci","2022-07-16T18:00:00Z","2022-07-16",20:00:00,"2022-07-16T21:30:00Z","2022-07-16",23:30:00,"https://tickets.kinoamdach.at/at/house-of-gucci-16-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Summer of Soul","2022-07-17T18:00:00Z","2022-07-17",20:00:00,"2022-07-17T21:30:00Z","2022-07-17",23:30:00,"https://tickets.kinoamdach.at/at/summer-of-soul-17-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Ninjababy","2022-07-18T18:00:00Z","2022-07-18",20:00:00,"2022-07-18T21:30:00Z","2022-07-18",23:30:00,"https://tickets.kinoamdach.at/at/ninjababy-presented-by-falter-18-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The Innocents","2022-07-19T18:00:00Z","2022-07-19",20:00:00,"2022-07-19T21:30:00Z","2022-07-19",23:30:00,"https://tickets.kinoamdach.at/at/the-innocents-presented-by-slash-filmfestival-19-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Luzifer","2022-07-20T18:00:00Z","2022-07-20",20:00:00,"2022-07-20T21:30:00Z","2022-07-20",23:30:00,"https://tickets.kinoamdach.at/at/luzifer-20-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Girls Can't Surf","2022-07-21T18:00:00Z","2022-07-21",20:00:00,"2022-07-21T21:30:00Z","2022-07-21",23:30:00,"https://tickets.kinoamdach.at/at/girls-cant-surf-presented-by-surf-film-nacht-21-07-2022-4","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","The Batman","2022-07-22T18:00:00Z","2022-07-22",20:00:00,"2022-07-22T21:30:00Z","2022-07-22",23:30:00,"https://tickets.kinoamdach.at/at/the-batman-22-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Dune","2022-07-23T18:00:00Z","2022-07-23",20:00:00,"2022-07-23T21:30:00Z","2022-07-23",23:30:00,"https://tickets.kinoamdach.at/at/luzifer-20-07-2022-3","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","West Side Story","2022-07-24T18:00:00Z","2022-07-24",20:00:00,"2022-07-24T21:30:00Z","2022-07-24",23:30:00,"https://tickets.kinoamdach.at/at/west-side-story-presented-by-radio-wien-24-07-2022-2","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Drive my Car","2022-07-25T18:00:00Z","2022-07-25",20:00:00,"2022-07-25T21:30:00Z","2022-07-25",23:30:00,"https://tickets.kinoamdach.at/at/drive-my-car-presented-by-falter-25-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Der Schlimmste Mensch der Welt","2022-07-26T18:00:00Z","2022-07-26",20:00:00,"2022-07-26T21:30:00Z","2022-07-26",23:30:00,"https://tickets.kinoamdach.at/at/the-worst-person-in-the-world-26-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Black Phone","2022-07-27T18:00:00Z","2022-07-27",20:00:00,"2022-07-27T21:30:00Z","2022-07-27",23:30:00,"https://tickets.kinoamdach.at/at/the-worst-person-in-the-world-26-07-2022-2","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Monsieur Claude und sein Grosses Fest","2022-07-28T18:00:00Z","2022-07-28",20:00:00,"2022-07-28T21:30:00Z","2022-07-28",23:30:00,"https://tickets.kinoamdach.at/at/monsieur-claude-und-sein-grosses-fest-28-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Thor: Love and Thunder","2022-07-29T18:00:00Z","2022-07-29",20:00:00,"2022-07-29T21:30:00Z","2022-07-29",23:30:00,"https://tickets.kinoamdach.at/at/thor-love-and-thunder-29-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Everything Everywhere All at Once","2022-07-30T18:00:00Z","2022-07-30",20:00:00,"2022-07-30T21:30:00Z","2022-07-30",23:30:00,"https://tickets.kinoamdach.at/at/everything-everywhere-all-at-once-30-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino am Dach","Rubikon","2022-07-31T18:00:00Z","2022-07-31",20:00:00,"2022-07-31T21:30:00Z","2022-07-31",23:30:00,"https://tickets.kinoamdach.at/at/rubikon-31-07-2022","Cinema on the roof, Urban-Loritz-Platz 2, 1070 Wien, Austria"
"Kino Wie Noch Nie","Corsage","2022-06-23T19:30:00Z","2022-06-23",21:30:00,"2022-06-23T21:30:00Z","2022-06-23",23:30:00,"https://www.filmarchiv.at/program/film/corsage/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Corsage","2022-06-24T17:30:00Z","2022-06-24",19:30:00,"2022-06-24T19:30:00Z","2022-06-24",21:30:00,"https://www.filmarchiv.at/program/film/corsage/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Before Sunrise","2022-06-24T19:30:00Z","2022-06-24",21:30:00,"2022-06-24T21:30:00Z","2022-06-24",23:30:00,"https://www.filmarchiv.at/program/film/before-sunrise/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Before Sunrise","2022-06-25T17:30:00Z","2022-06-25",19:30:00,"2022-06-25T19:30:00Z","2022-06-25",21:30:00,"https://www.filmarchiv.at/program/film/before-sunrise/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Petite Maman – Als Wir Kinder Waren","2022-06-25T19:30:00Z","2022-06-25",21:30:00,"2022-06-25T21:30:00Z","2022-06-25",23:30:00,"https://www.filmarchiv.at/program/film/petite-maman-als-wir-kinder-waren/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Petite Maman – Als Wir Kinder Waren","2022-06-26T17:30:00Z","2022-06-26",19:30:00,"2022-06-26T19:30:00Z","2022-06-26",21:30:00,"https://www.filmarchiv.at/program/film/petite-maman-als-wir-kinder-waren/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Fahrenheit 451","2022-06-26T19:30:00Z","2022-06-26",21:30:00,"2022-06-26T21:30:00Z","2022-06-26",23:30:00,"https://www.filmarchiv.at/program/film/fahrenheit-451/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Fahrenheit 451","2022-06-27T17:30:00Z","2022-06-27",19:30:00,"2022-06-27T19:30:00Z","2022-06-27",21:30:00,"https://www.filmarchiv.at/program/film/fahrenheit-451/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Sodom Und Gomorrha","2022-06-27T19:30:00Z","2022-06-27",21:30:00,"2022-06-27T21:30:00Z","2022-06-27",23:30:00,"https://www.filmarchiv.at/program/film/sodom-und-gomorrha-2/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Sodom Und Gomorrha","2022-06-28T17:30:00Z","2022-06-28",19:30:00,"2022-06-28T19:30:00Z","2022-06-28",21:30:00,"https://www.filmarchiv.at/program/film/sodom-und-gomorrha-2/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Once Upon A Time In Venezuela","2022-06-28T19:30:00Z","2022-06-28",21:30:00,"2022-06-28T21:30:00Z","2022-06-28",23:30:00,"https://www.filmarchiv.at/program/film/once-upon-a-time-in-venezuela/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Once Upon A Time In Venezuela","2022-06-29T17:30:00Z","2022-06-29",19:30:00,"2022-06-29T19:30:00Z","2022-06-29",21:30:00,"https://www.filmarchiv.at/program/film/once-upon-a-time-in-venezuela/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","The Princess","2022-06-29T19:30:00Z","2022-06-29",21:30:00,"2022-06-29T21:30:00Z","2022-06-29",23:30:00,"https://www.filmarchiv.at/program/film/the-princess/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","The Princess","2022-06-30T17:30:00Z","2022-06-30",19:30:00,"2022-06-30T19:30:00Z","2022-06-30",21:30:00,"https://www.filmarchiv.at/program/film/the-princess/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Die Ballade Von Der Weissen Kuh","2022-06-30T19:30:00Z","2022-06-30",21:30:00,"2022-06-30T21:30:00Z","2022-06-30",23:30:00,"https://www.filmarchiv.at/program/film/die-ballade-von-der-weissen-kuh/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Die Ballade Von Der Weissen Kuh","2022-07-01T17:30:00Z","2022-07-01",19:30:00,"2022-07-01T19:30:00Z","2022-07-01",21:30:00,"https://www.filmarchiv.at/program/film/die-ballade-von-der-weissen-kuh/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Abteil Nr. 6","2022-07-01T19:30:00Z","2022-07-01",21:30:00,"2022-07-01T21:30:00Z","2022-07-01",23:30:00,"https://www.filmarchiv.at/program/film/abteil-nr-6/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Abteil Nr. 6","2022-07-02T17:30:00Z","2022-07-02",19:30:00,"2022-07-02T19:30:00Z","2022-07-02",21:30:00,"https://www.filmarchiv.at/program/film/abteil-nr-6/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Casablanca","2022-07-02T19:30:00Z","2022-07-02",21:30:00,"2022-07-02T21:30:00Z","2022-07-02",23:30:00,"https://www.filmarchiv.at/program/film/casablanca-2/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Casablanca","2022-07-03T17:30:00Z","2022-07-03",19:30:00,"2022-07-03T19:30:00Z","2022-07-03",21:30:00,"https://www.filmarchiv.at/program/film/casablanca-2/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Die Pariser Kommune","2022-07-03T19:30:00Z","2022-07-03",21:30:00,"2022-07-03T21:30:00Z","2022-07-03",23:30:00,"https://www.filmarchiv.at/program/film/die-pariser-kommune/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Die Pariser Kommune","2022-07-04T17:30:00Z","2022-07-04",19:30:00,"2022-07-04T19:30:00Z","2022-07-04",21:30:00,"https://www.filmarchiv.at/program/film/die-pariser-kommune/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Hexen","2022-07-04T19:30:00Z","2022-07-04",21:30:00,"2022-07-04T21:30:00Z","2022-07-04",23:30:00,"https://www.filmarchiv.at/program/film/haexan/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Hexen","2022-07-05T17:30:00Z","2022-07-05",19:30:00,"2022-07-05T19:30:00Z","2022-07-05",21:30:00,"https://www.filmarchiv.at/program/film/haexan/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Silent Land","2022-07-05T19:30:00Z","2022-07-05",21:30:00,"2022-07-05T21:30:00Z","2022-07-05",23:30:00,"https://www.filmarchiv.at/program/film/silent-land/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Silent Land","2022-07-06T17:30:00Z","2022-07-06",19:30:00,"2022-07-06T19:30:00Z","2022-07-06",21:30:00,"https://www.filmarchiv.at/program/film/silent-land/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Alle Reden Übers Wetter","2022-07-06T19:30:00Z","2022-07-06",21:30:00,"2022-07-06T21:30:00Z","2022-07-06",23:30:00,"https://www.filmarchiv.at/program/film/alle-reden-uebers-wetter/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Alle Reden Übers Wetter","2022-07-07T17:30:00Z","2022-07-07",19:30:00,"2022-07-07T19:30:00Z","2022-07-07",21:30:00,"https://www.filmarchiv.at/program/film/alle-reden-uebers-wetter/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Wanderkino Bioskop I","2022-07-07T18:00:00Z","2022-07-07",20:00:00,"2022-07-07T19:30:00Z","2022-07-07",21:30:00,"https://www.filmarchiv.at/program/film/wanderkino-bioskop-i/","Obere Augartenstraße 1, 1020 Wien, KINOZELT"
"Kino Wie Noch Nie","Wo In Paris Die Sonne Aufgeht","2022-07-07T19:30:00Z","2022-07-07",21:30:00,"2022-07-07T21:30:00Z","2022-07-07",23:30:00,"https://www.filmarchiv.at/program/film/wo-in-paris-die-sonne-aufgeht/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Wo In Paris Die Sonne Aufgeht","2022-07-08T17:30:00Z","2022-07-08",19:30:00,"2022-07-08T19:30:00Z","2022-07-08",21:30:00,"https://www.filmarchiv.at/program/film/wo-in-paris-die-sonne-aufgeht/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","The Good Boss","2022-07-08T19:30:00Z","2022-07-08",21:30:00,"2022-07-08T21:30:00Z","2022-07-08",23:30:00,"https://www.filmarchiv.at/program/film/the-good-boss/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","The Good Boss","2022-07-09T17:30:00Z","2022-07-09",19:30:00,"2022-07-09T19:30:00Z","2022-07-09",21:30:00,"https://www.filmarchiv.at/program/film/the-good-boss/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Papicha","2022-07-09T19:30:00Z","2022-07-09",21:30:00,"2022-07-09T21:30:00Z","2022-07-09",23:30:00,"https://www.filmarchiv.at/program/film/papicha/","Obere Augartenstraße 1, 1020 Wien"
"Kino Wie Noch Nie","Papicha","2022-07-10T17:30:00Z","2022-07-10",19:30:00,"2022-07-10T19:30:00Z","2022-07-10",21:30:00,"https://www.filmarchiv.at/program/film/papicha/","Johannesgasse 4, Wien, AT 1010"
"Kino Wie Noch Nie","Medea","2022-07-10T19:30:00Z","2022-07-10",21:30:00,"2022-07-10T21:30:00Z","2022-07-10",23:30:00,"https://www.filmarchiv.at/program/film/medea/","Obere Augartenstraße 1, 1020 Wien"
